'19950', '5-9 years', 'Other', '', '', '', '', '', '', '', '', '', '', '', '14400', '', '', '', '', '1-2 cups', 'Technical degree or certificate', 'On my own|On the job|Through online training|In school', '4-5 design jobs', '3-4 times', 'Not interested in a new job right now', '24540', 'Virginia', '25', 'Male', 'Prefer not to say', 'Black or African American', '25', 'Graphic Design|Photography', 'Brainstorming and Ideation|Diversity and Inclusion|Drawing or Painting|Public Speaking|Sales', '', '', '', '', 'Graphic Design|Photography', 'Following design feeds|Following social media|Reading online publications|Seeking online training', 'AIGA', 'Drawing or Painting|Photography|Product Design|Project Management|Social Media|Web Design|Writing', 'House Music', 'Design not having a "seat at the table"|Diversity in design and tech', '3D printing|Battery and energy technology|Distributed teams and virtual workplace|Internet of Things', 'Adaptability to tech and social change|Algorithm and data model design|Architecture and environmental design|Asking good questions|Communication skills|Cross-cultural skills|Cross-functional skills|Interpersonal skills|Managing complexity|Psychology and human behavior'
'18097', '1-4 years', 'A contract employee in-house', '', '', '', '', '', '', '', 'Senior Executive', '', '', '', '12000', '', '', '', '', '1-2 cups', "Associate's degree", 'From a mentor or apprenticeship|From programs or workshops|On my own|On the job|In school', '2-3 design jobs', "Always ready for what's next", 'Working hard to find my next job', '66210', 'Kansas', '23', 'Male', 'Not LGBTQ', 'White or Caucasian', '26', 'Graphic Design|Marketing|Packaging Design|UI Design|Web Design', 'Diversity and Inclusion|Leadership|Public Speaking|Social Media', '', '', '', '', 'Advertising|Communication|Graphic Design|Marketing|UX and UI|Website Design', 'Following design feeds|Following social media|Reading online publications|Seeking online training', 'None of these', 'Animation|Motion Graphics|Photography|UI Design|Web Design', 'Odesza', 'Consumer vs. social impact focus|Environmental impacts of design|Machine ethics', 'Augmented Reality|Behavior tracking and modeling|Democratization of design|Virtual Reality', 'Adaptability to tech and social change|Asking good questions|Communication skills|Cross-functional skills|DIY or maker mentality|Leadership|Storytelling'
'19262', '1-4 years', 'A contract employee at an agency or consultancy', '', '', '', '', '', '', 'Owner/Partner', '', '', '', '', '25000', 'Limited opportunity for advancement', 'Learning some new skills', 'The worst', 'Somewhat shaky', '1-2 cups', "Bachelor's degree", 'On my own|In school', '2-3 design jobs', '1-2 times', 'Working hard to find my next job', '92867', 'California', '27', 'Female', 'Not LGBTQ', 'Black or African American', '32', 'Graphic Design|Marketing|Web Design', 'Brainstorming and Ideation|Coding|Project Management|SEO/SEM|Social Media|Writing', '', '', 'Commuting Benefits|Paid Time Off|Professional Development', 'Take occasional freelance projects|Design for friends and family|Maintain personal projects', 'Graphic Design|UX and UI|Website Design', 'Following design feeds|Following social media|Reading books/magazines|Seeking online training', 'AIGA', 'Business|Coding|Interaction Design|Product Design|UI Design|UX Design|Web Design', 'Design podcast', 'Software complexity', 'Internet of Things|Virtual Reality', 'DIY or maker mentality|Facilitation|Systems thinking'
'17348', 'Less than 1 year', 'Other', '', '', '', '11-50 employees', '2-4 people', 'Less than 1 year', '', '', '', 'Less than 1 year', 'Less than 40 hours per week', '3600', 'Some opportunity for advancement', 'Learning and increasing my skill set every day', 'Pretty good', 'Rock solid', 'No way, tea', 'Some college', 'In school', '2-3 design jobs', '0 times', 'Open to opportunities, but not actively looking', '67209', 'Kansas', '20', 'Female', 'Not LGBTQ', 'Asian/Mixed', '34', 'Graphic Design', 'Brainstorming and Ideation|Diversity and Inclusion|Drawing or Painting|Project Management', '', 'Advertising|Apparel and Accessories|Education|Entertainment|Publishing|Web Services', 'Employer-matched Retirement', 'Have regular freelance clients|Have a part-time job|Maintain personal projects', 'Graphic Design', 'Attending conferences|Discussing with peers|Following design feeds|Following social media|Having a mentor|Reading online publications', 'AIGA', 'Brainstorming and Ideation|Drawing or Painting|Interaction Design|Motion Graphics|Photography|Product Design|UI Design|UX Design|Web Design', 'Demi Lovato', '', '', ''
'17820', 'Less than 1 year', 'Other', '', '', '', '1-10 employees', 'Just me', 'Less than 1 year', '', '', '', 'Less than 1 year', '40 hours per week', '10000', 'Not sure', 'Learning some new skills', 'Pretty good', 'Non-existent', '1-2 cups', "Associate's degree", 'From a mentor or apprenticeship|On my own|In school', '1 design job', '0 times', 'Working hard to find my next job', '02324', 'Massachusetts', '25', 'Male', 'LGBTQ', 'White or Caucasian', '34', 'Graphic Design|Motion Graphics|Photography', 'Brainstorming and Ideation|Mentoring|Public Speaking', '', 'Entertainment|Financial Services', 'None of these', 'Have a part-time job', 'Art|Graphic Design|Motion Graphics|Package Design|Photography', 'Attending conferences|Discussing with peers|Following social media|Having a mentor|Reading books/magazines|Reading online publications', 'AIGA', 'Brainstorming and Ideation|Coding|Motion Graphics|Photography|Product Design', 'george clanton', '', '', ''
'12003', '1-4 years', 'Other', '', '', '', '11-50 employees', '2-4 people', '1-2 years', '', '', '', '1-2 years', 'Less than 40 hours per week', '17000', 'Limited opportunity for advancement', 'Learning very little', 'Not great', 'Fairly stable', '1-2 cups', "Bachelor's degree", 'On my own|On the job|In school', '2-3 design jobs', "Always ready for what's next", 'Casually looking for the right opportunity', '17350', 'Pennsylvania', '24', 'Female', 'Not LGBTQ', 'White or Caucasian', '35', 'Communication Design|Graphic Design', 'Brainstorming and Ideation|Drawing or Painting', '', 'Accounting|Advertising|Arts|Computers|Education|Marketing and Communications|Publishing|Sports and Fitness|Travel and Tourism', 'None of these', 'Take occasional freelance projects|Design for friends and family|Have a part-time job', 'Graphic Design', 'Following social media|Reading books/magazines', 'AIGA', 'Drawing or Painting|Photography|Social Media|Web Design', 'Punk', '', '', 'Adaptability to tech and social change'
'12602', '10-14 years', 'Other', '', '', '', '1000+ employees', 'Just me', '5-7 years', '', '', '', '5-7 years', 'Less than 40 hours per week', '24000', 'Limited opportunity for advancement', 'Learning very little', 'Not great', 'Fairly stable', '3-4 cups', "Bachelor's degree", 'In school', '2-3 design jobs', '1-2 times', 'Casually looking for the right opportunity', '80203', 'Colorado', '50', 'Female', 'Not LGBTQ', 'White or Caucasian', '35', 'Graphic Design', 'Brainstorming and Ideation|Business|Project Management|Relationship Management|Writing', '', 'Transportation', 'Commuting Benefits|Dental Insurance|Disability Insurance|Life Insurance|Medical Insurance|Paid Time Off|Wellness Programs', 'Take occasional freelance projects', 'Graphic Design', 'Reading online publications', 'None of these', 'Coding|Data Analysis|Interaction Design', 'My anxiety about my career.', 'Design not having a "seat at the table"|Environmental impacts of design', '', ''
'13520', '1-4 years', 'Other', '', '', '', '1000+ employees', '11-20 people', 'Less than 1 year', '', '', '', 'Less than 1 year', '40 hours per week', '12000', 'Limited opportunity for advancement', 'Learning some new skills', 'Pretty good', 'Not sure', 'Other', "Bachelor's degree", 'On my own|On the job|In school', '2-3 design jobs', '0 times', 'Working hard to find my next job', '60173', 'Illinois', '22', 'Female', 'Not LGBTQ', 'Asian', '35', 'Communication Design|Graphic Design|Marketing', 'Social Media|Writing', '', 'Advertising|Consumer Products|Entertainment|Food and Beverage|Hospitality|Marketing and Communications|Publishing|Retail|Travel and Tourism', 'Wellness Programs', 'Take occasional freelance projects', 'Graphic Design', 'Discussing with peers|Following design feeds|Following social media', 'None of these', 'Brainstorming and Ideation|Diversity and Inclusion|Drawing or Painting|Motion Graphics|Photography|Public Speaking|Social Impact Design|Web Design', 'Disney music', 'Consumer vs. social impact focus|Design not having a "seat at the table"|Diversity in design and tech|Education cost and equity of access|Environmental impacts of design|Ethics in design', '', ''
'11772', '1-4 years', 'Other', '', '', '', '501-1000 employees', 'Just me', '1-2 years', '', '', '', 'Less than 1 year', 'Less than 40 hours per week', '21000', 'Limited opportunity for advancement', 'Learning some new skills', 'Pretty good', 'Fairly stable', '1-2 cups', "Master's degree", 'From programs or workshops|In school', '2-3 design jobs', '1-2 times', 'Open to opportunities, but not actively looking', '78751', 'Texas', '25', 'Female', 'LGBTQ', 'Hispanic', '36', 'Communication Design|Film and Video|Interaction Design', 'Data Analysis|Leadership|Public Speaking|Social Media', '', 'Arts|Education|Legal|Marketing and Communications', 'Education Funding|Medical Insurance', 'Take occasional freelance projects|Teach', 'Art|Communication|Graphic Design', 'Attending conferences|Following social media|Reading books/magazines|Reading online publications', 'None of these', 'Coding|SEO/SEM', 'LCD sound system', 'Design not having a "seat at the table"|Diversity in design and tech|Machine ethics', 'Augmented Reality|Internet of Things|Virtual Reality', ''
'13742', '1-4 years', 'A full-time employee at an agency or consultancy', '', '', '', '11-50 employees', '2-4 people', '1-2 years', 'Junior contributor', '', '', '1-2 years', '40 hours per week', '45000', 'Some opportunity for advancement', 'Learning some new skills', 'Not great', 'Fairly stable', '1-2 cups', "Bachelor's degree", 'From programs or workshops|On the job|Through online training|In school', '1 design job', 'Slowly over time', 'Casually looking for the right opportunity', '92865', 'California', '22', 'Male', 'LGBTQ', 'Hispanic/Mixed', '36', 'Photography|UX Design|Web Design', 'Brainstorming and Ideation|Business|Diversity and Inclusion|Project Management|Social Media|Writing', '', 'Education|Government|Web Services', 'Dental Insurance|Medical Insurance|Paid Time Off|Professional Development', 'Take occasional freelance projects|Design for friends and family|Maintain personal projects', 'Digital Media|Graphic Design', 'Discussing with peers|Following design feeds|Following social media|Reading books/magazines|Reading online publications|Seeking online training', 'AIGA', 'Business|Coding|Interaction Design|Photography|Project Management|Social Media|Strategy|UX Design|Web Design', 'the new Feist album', 'Algorithm bias|Design not having a "seat at the table"|Education cost and equity of access|Generational differences in the workforce', '', ''
